CustomerID,Age,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Support_Calls,Contract_Type,Payment_Method,Has_Additional_Services,Churn
5179,68,15,159.94,382.74,1,Month-to-Month,Debit Card,0,1
5180,53,24,193.26,285.51,7,Month-to-Month,Credit Card,0,0
5181,64,49,125.58,377.54,1,One Year,Debit Card,1,0
5182,58,51,73.42,49.93,6,One Year,Debit Card,0,0
5183,22,55,167.06,439.13,7,Month-to-Month,UPI,0,0
5184,30,13,65.38,268.54,0,One Year,PayPal,1,0
5185,40,9,41.31,19.23,7,Month-to-Month,Credit Card,0,0
5186,67,56,144.19,321.78,2,Two Year,Debit Card,0,0
5187,47,56,131.4,258.91,0,Month-to-Month,Credit Card,1,0
5188,54,15,177.0,110.57,6,Month-to-Month,Debit Card,1,0
5189,42,57,192.77,382.33,9,One Year,PayPal,0,0
5190,65,58,172.87,466.82,2,One Year,Debit Card,1,0
5191,44,35,21.4,161.68,7,One Year,Debit Card,0,0
5192,68,24,136.26,247.21,8,Two Year,Credit Card,0,0
5193,31,33,159.1,64.52,1,One Year,PayPal,1,0
5194,74,16,196.57,464.93,0,Two Year,Debit Card,0,0
5195,65,8,81.19,159.74,7,One Year,Credit Card,1,0
5196,64,29,42.28,97.79,9,One Year,Debit Card,1,0
5197,71,23,172.06,239.48,5,Month-to-Month,Credit Card,1,1
5198,53,45,70.32,22.12,9,Month-to-Month,PayPal,1,0
5199,56,31,123.66,126.79,0,Month-to-Month,UPI,1,0
5200,33,40,84.08,34.3,2,Two Year,PayPal,0,0
5201,73,49,86.44,64.12,8,One Year,Credit Card,0,0
5202,39,54,149.17,56.52,8,Month-to-Month,PayPal,0,0
5203,38,55,78.68,436.27,5,One Year,Credit Card,1,0
5204,71,14,141.68,465.25,2,Month-to-Month,Credit Card,1,0
5205,38,59,12.72,237.52,7,One Year,PayPal,1,0
5206,25,53,71.68,315.39,5,Month-to-Month,UPI,1,0
5207,66,30,70.62,348.1,0,Month-to-Month,PayPal,1,0
5208,33,53,152.28,195.96,5,Month-to-Month,Credit Card,0,0
5209,72,39,69.77,185.42,4,Month-to-Month,UPI,1,1
5210,48,27,130.33,337.95,7,Month-to-Month,Credit Card,1,0
5211,59,47,140.82,188.67,1,One Year,UPI,1,0
5212,27,16,135.1,290.71,6,Month-to-Month,PayPal,0,0
5213,49,51,124.63,257.84,5,One Year,PayPal,0,0
5214,51,6,88.59,262.47,0,Month-to-Month,Credit Card,0,0
5215,26,55,80.93,414.76,7,One Year,UPI,1,1
5216,34,33,117.27,352.18,5,Month-to-Month,Credit Card,1,0
5217,28,44,22.1,480.36,2,Month-to-Month,UPI,1,0
5218,49,18,176.41,395.59,4,Month-to-Month,Credit Card,0,0
5219,27,16,166.81,73.32,6,Two Year,PayPal,1,1
5220,39,12,75.81,369.37,8,One Year,Debit Card,1,0
5221,74,20,117.7,332.99,3,One Year,Credit Card,0,0
5222,34,45,187.12,323.2,1,Month-to-Month,Debit Card,0,0
5223,21,40,61.61,240.63,2,Month-to-Month,PayPal,0,1
5224,65,59,151.07,31.7,6,Month-to-Month,Debit Card,0,0
5225,69,29,25.72,475.77,7,Two Year,UPI,0,0
5226,64,30,109.44,426.04,4,Month-to-Month,Debit Card,0,0
5227,42,26,177.95,243.66,2,Month-to-Month,Credit Card,0,0
5228,38,22,114.82,79.71,0,One Year,Debit Card,0,0
5229,54,33,127.09,412.32,9,Two Year,UPI,1,1
5230,55,58,182.45,215.62,0,One Year,PayPal,0,0
5231,66,53,145.92,195.36,1,Two Year,UPI,1,1
5232,18,39,142.22,332.86,4,Two Year,Credit Card,0,1
5233,42,47,121.41,379.46,2,One Year,UPI,1,0
5234,68,29,130.27,31.89,6,One Year,Debit Card,1,0
5235,53,22,162.7,383.89,1,Two Year,Debit Card,1,0
5236,34,45,196.05,367.1,1,Two Year,UPI,1,0
5237,58,13,161.11,294.81,2,Month-to-Month,Debit Card,0,0
5238,41,9,144.43,169.54,0,Month-to-Month,Debit Card,0,0
5239,19,24,35.75,82.82,1,One Year,Credit Card,1,0
5240,57,15,165.25,51.78,4,Two Year,Credit Card,1,1
5241,32,36,149.84,1.09,2,One Year,Credit Card,0,1
5242,49,13,156.38,103.63,9,Month-to-Month,PayPal,0,0
5243,56,27,53.91,205.96,5,Month-to-Month,PayPal,0,0
5244,23,44,181.65,122.2,1,Month-to-Month,Credit Card,1,0
5245,18,37,28.48,154.84,7,Two Year,UPI,1,0
5246,64,7,58.19,195.53,3,One Year,UPI,0,0
5247,40,8,135.97,154.48,2,Two Year,UPI,0,1
5248,56,37,138.01,362.45,4,Two Year,Credit Card,1,0
5249,74,41,69.53,246.12,7,Month-to-Month,PayPal,0,0
5250,34,14,143.29,10.15,8,Month-to-Month,Debit Card,0,1
5251,51,58,83.71,113.72,0,One Year,UPI,0,0
5252,58,12,10.03,354.97,3,Two Year,Credit Card,1,0
5253,46,36,40.9,150.81,5,One Year,Credit Card,1,0
5254,26,52,177.7,460.11,5,One Year,Debit Card,0,0
5255,30,40,52.31,356.48,8,One Year,PayPal,1,0
5256,23,17,31.45,145.32,0,One Year,PayPal,0,0
5257,23,40,139.62,258.45,4,Month-to-Month,Credit Card,1,0
5258,37,53,93.73,333.79,9,One Year,Debit Card,0,0
5259,69,29,161.35,97.09,0,Month-to-Month,PayPal,1,0
5260,70,27,173.67,123.47,5,One Year,Debit Card,1,0
5261,20,1,170.74,253.81,8,Month-to-Month,Debit Card,1,0
5262,34,52,69.47,462.48,3,One Year,Credit Card,0,0
5263,66,34,106.05,172.33,9,Two Year,Debit Card,0,1
5264,29,4,133.53,201.36,9,Two Year,Debit Card,1,0
5265,65,24,71.18,95.71,8,Month-to-Month,Debit Card,0,0
5266,64,21,17.81,296.81,2,Month-to-Month,UPI,0,0
5267,62,33,104.18,370.21,6,One Year,Debit Card,1,0
5268,72,7,12.44,220.6,4,Two Year,Debit Card,0,0
5269,18,1,190.62,375.25,9,One Year,Credit Card,1,0
5270,34,41,161.37,151.65,0,Month-to-Month,PayPal,0,0
5271,20,3,46.48,353.64,6,One Year,PayPal,1,0
5272,43,44,64.64,129.54,7,Two Year,Debit Card,1,0
5273,32,51,196.74,390.43,5,Two Year,Credit Card,1,1
5274,53,15,80.97,415.41,0,Two Year,Credit Card,0,0
5275,49,31,158.91,398.96,8,Two Year,Debit Card,1,1
5276,49,54,94.89,108.13,6,Two Year,Debit Card,1,0
5277,21,16,174.18,347.28,5,Month-to-Month,PayPal,1,0
5278,35,10,143.71,269.5,3,One Year,PayPal,1,0
5279,66,54,14.35,493.03,2,One Year,PayPal,0,0
5280,36,29,65.93,181.11,3,One Year,Debit Card,0,0
5281,60,59,116.02,385.74,0,Month-to-Month,PayPal,1,0
5282,69,59,185.97,185.35,8,Month-to-Month,Credit Card,0,0
5283,52,6,29.39,198.73,1,Month-to-Month,UPI,0,0
5284,57,29,124.22,55.94,1,Month-to-Month,UPI,0,0
5285,31,17,67.41,120.21,2,One Year,UPI,0,0
5286,50,53,178.97,82.66,0,Two Year,Credit Card,1,0
5287,31,22,155.38,80.02,9,Two Year,UPI,1,1
5288,51,24,80.24,5.0,2,Month-to-Month,Debit Card,0,1
5289,72,17,41.75,396.99,3,One Year,Debit Card,1,0
5290,21,21,12.18,234.23,8,One Year,UPI,1,0
5291,41,51,128.02,402.18,4,Month-to-Month,UPI,0,1
5292,46,50,87.16,306.47,5,One Year,PayPal,0,0
5293,36,11,69.8,415.75,0,Two Year,Credit Card,1,0
5294,23,56,197.25,252.13,2,Month-to-Month,PayPal,0,0
5295,74,7,98.57,47.47,6,One Year,Credit Card,1,0
5296,50,42,152.47,308.57,6,One Year,PayPal,1,0
5297,66,39,43.71,339.04,9,One Year,Debit Card,0,0
5298,57,5,12.56,313.44,0,Month-to-Month,Credit Card,0,0
5299,36,44,89.34,400.77,8,Two Year,UPI,0,0
5300,70,48,136.48,365.88,0,One Year,Credit Card,0,0
5301,18,57,106.25,216.6,6,Month-to-Month,Credit Card,1,1
5302,22,21,179.19,409.64,1,Month-to-Month,PayPal,0,0
5303,44,18,92.46,346.05,8,One Year,UPI,1,0
5304,33,35,69.09,60.62,8,Month-to-Month,PayPal,0,0
5305,23,20,184.05,270.17,8,Two Year,UPI,0,0
5306,57,15,87.29,364.41,3,Two Year,PayPal,0,0
5307,30,5,61.23,276.87,5,Month-to-Month,UPI,0,0
5308,65,13,28.56,474.54,1,One Year,Credit Card,0,0
5309,52,51,160.73,51.19,2,Two Year,Debit Card,0,0
5310,36,12,166.77,361.3,5,One Year,UPI,1,0
5311,29,55,16.33,412.31,0,Month-to-Month,PayPal,1,0
5312,33,21,78.14,351.48,6,Two Year,Credit Card,0,1
5313,60,37,152.48,193.1,1,One Year,PayPal,0,0
5314,27,6,189.81,193.05,7,Month-to-Month,Credit Card,0,0
5315,42,7,81.79,293.49,4,One Year,Credit Card,0,0
5316,37,26,175.69,198.85,6,Two Year,UPI,1,0
5317,48,42,84.81,441.65,7,Month-to-Month,PayPal,1,0
5318,21,48,44.1,55.41,2,Month-to-Month,Credit Card,1,1
5319,61,8,10.65,319.76,5,One Year,PayPal,1,0
5320,40,9,72.73,67.49,8,One Year,Credit Card,1,1
5321,19,27,81.91,270.31,3,Month-to-Month,UPI,0,0
5322,73,4,189.57,357.93,9,Two Year,Debit Card,0,0
5323,39,21,49.15,83.17,6,Two Year,Debit Card,1,0
5324,68,31,82.62,352.16,0,One Year,Debit Card,1,0
5325,74,21,14.78,70.42,6,One Year,Debit Card,0,0
5326,54,40,155.07,310.47,8,One Year,UPI,0,0
5327,25,25,183.88,253.02,9,Two Year,UPI,0,0
5328,24,39,55.19,149.39,7,Two Year,UPI,1,0
5329,31,15,91.51,56.22,3,One Year,PayPal,0,0
5330,73,53,33.2,368.06,2,One Year,Credit Card,1,0
5331,72,35,96.8,191.21,6,Month-to-Month,Credit Card,1,0
5332,20,49,35.34,43.72,0,Month-to-Month,Debit Card,1,1
5333,67,43,109.44,386.51,7,Month-to-Month,Debit Card,1,0
5334,33,41,149.58,116.83,0,Month-to-Month,Credit Card,1,1
5335,72,37,115.14,368.36,6,One Year,Credit Card,1,1
5336,36,57,56.59,282.67,5,Two Year,Credit Card,1,1
5337,68,42,77.22,97.67,9,Two Year,UPI,1,0
5338,35,47,131.33,38.66,7,Month-to-Month,UPI,1,0
5339,69,28,122.05,296.83,5,Two Year,UPI,1,0
5340,33,14,35.99,13.09,4,Month-to-Month,Debit Card,0,1
5341,25,4,170.54,33.2,8,One Year,UPI,0,1
5342,50,53,100.29,351.26,3,Month-to-Month,Credit Card,0,0
5343,66,20,40.85,269.67,6,Two Year,Debit Card,0,0
5344,29,34,33.34,163.48,5,Two Year,Debit Card,0,0
5345,70,12,193.45,269.84,9,Two Year,UPI,0,0
5346,28,33,63.49,296.03,5,One Year,Debit Card,0,0
5347,22,24,182.63,282.86,4,Month-to-Month,Credit Card,1,1
5348,44,20,88.01,321.46,1,One Year,Debit Card,1,0
5349,29,5,83.33,470.17,3,One Year,PayPal,1,0
5350,34,38,143.18,194.69,0,Month-to-Month,Credit Card,1,0
5351,23,30,11.88,150.93,8,Two Year,Credit Card,1,0
5352,50,24,74.24,19.7,8,Two Year,UPI,0,0
5353,22,43,67.5,73.96,7,Two Year,Credit Card,0,1
5354,74,40,174.94,53.57,3,Two Year,Credit Card,0,0
5355,45,7,110.53,168.05,4,One Year,Debit Card,0,0
5356,31,36,79.27,305.19,0,Month-to-Month,PayPal,0,0
5357,22,38,60.56,23.64,3,Month-to-Month,Debit Card,0,0
5358,71,16,122.2,363.97,3,Month-to-Month,PayPal,0,0
5359,73,52,38.82,199.02,4,One Year,Credit Card,1,0
5360,50,15,56.78,481.77,1,Two Year,Debit Card,0,0
5361,67,46,65.79,284.41,1,Two Year,Debit Card,1,0
5362,65,23,125.5,385.8,1,Month-to-Month,UPI,0,0
5363,58,12,80.92,430.66,7,Two Year,Debit Card,1,0
5364,36,29,106.1,444.48,1,One Year,PayPal,0,0
5365,39,44,133.58,259.47,5,Two Year,PayPal,0,0
5366,22,48,191.69,198.67,1,Two Year,Credit Card,0,0
5367,19,15,155.32,280.48,7,Two Year,UPI,0,0
5368,47,29,87.0,201.33,0,Month-to-Month,UPI,1,0
5369,64,45,152.17,120.74,1,One Year,Debit Card,1,1
5370,56,43,190.44,162.3,4,Month-to-Month,Credit Card,1,0
5371,21,49,104.88,116.77,5,One Year,PayPal,1,0
5372,50,21,87.99,135.08,8,Month-to-Month,UPI,1,1
5373,30,15,24.82,47.26,5,One Year,Credit Card,1,1
5374,37,14,179.55,213.52,7,One Year,Debit Card,0,1
5375,71,42,56.82,118.02,6,Month-to-Month,UPI,0,0
5376,24,44,22.15,224.46,0,Month-to-Month,Debit Card,1,0
5377,32,16,112.07,396.2,1,Two Year,PayPal,1,0
5378,40,15,170.72,224.43,3,One Year,PayPal,1,1
5379,31,42,87.26,477.33,0,One Year,Credit Card,1,0
5380,40,4,158.78,74.34,7,One Year,Debit Card,0,0
5381,36,27,168.92,425.21,3,One Year,Credit Card,1,0
5382,71,23,96.34,124.5,6,One Year,PayPal,0,0
5383,46,29,122.28,467.0,6,Two Year,UPI,0,0
5384,73,41,111.44,113.96,7,Two Year,PayPal,0,0
5385,37,53,188.45,373.61,8,Two Year,Credit Card,0,1
5386,46,52,147.85,31.53,8,One Year,Debit Card,1,0
5387,41,9,185.82,315.09,6,Month-to-Month,PayPal,0,1
5388,35,53,51.8,109.73,8,Month-to-Month,Credit Card,1,1
5389,27,57,68.95,335.25,4,One Year,Debit Card,1,0
5390,58,56,23.47,318.1,9,Two Year,Credit Card,1,0
5391,74,52,104.98,461.89,3,Month-to-Month,PayPal,0,1
5392,25,43,176.05,313.52,2,Month-to-Month,Debit Card,1,0
5393,43,43,72.1,204.42,5,Two Year,PayPal,1,0
5394,46,7,34.37,97.19,9,One Year,PayPal,1,1
5395,27,53,23.0,328.9,8,One Year,PayPal,0,0
5396,34,42,95.03,58.63,3,One Year,PayPal,1,0
5397,19,4,41.16,414.34,1,One Year,PayPal,0,0
5398,23,5,75.76,124.04,2,One Year,Credit Card,1,0
5399,22,5,165.8,262.32,2,Month-to-Month,UPI,0,0
5400,45,11,82.97,298.18,1,Two Year,UPI,0,0
5401,58,41,125.88,181.56,8,Month-to-Month,PayPal,1,0
5402,22,28,105.41,332.1,3,Month-to-Month,PayPal,0,0
5403,35,16,146.52,125.48,2,Month-to-Month,PayPal,1,1
5404,43,41,39.67,17.79,9,Two Year,Debit Card,1,0
5405,37,54,184.88,479.65,5,Month-to-Month,PayPal,1,1
5406,58,30,132.29,160.36,7,Month-to-Month,Debit Card,1,0
5407,66,4,61.48,356.87,7,One Year,Credit Card,1,1
5408,44,2,33.42,254.01,9,Two Year,UPI,1,1
5409,66,46,38.45,334.66,5,One Year,PayPal,1,0
5410,29,3,158.71,55.91,4,One Year,UPI,0,0
5411,24,50,121.74,259.66,6,Month-to-Month,Credit Card,1,1
5412,20,21,82.34,196.41,2,One Year,UPI,1,0
5413,27,6,73.25,226.2,9,Month-to-Month,Credit Card,0,0
5414,51,43,172.59,483.12,1,One Year,PayPal,0,0
5415,42,53,176.2,68.58,7,Two Year,Credit Card,0,0
5416,52,18,120.44,377.47,8,Two Year,PayPal,0,1
5417,33,44,109.66,165.51,5,One Year,UPI,0,0
5418,19,5,165.13,145.53,3,Month-to-Month,Credit Card,1,0
5419,41,9,152.37,135.75,5,Month-to-Month,Debit Card,1,0
5420,27,20,86.06,174.72,6,Month-to-Month,Debit Card,1,0
5421,55,28,25.72,178.88,7,One Year,Debit Card,1,1
5422,39,26,156.02,135.74,2,Month-to-Month,PayPal,0,0
5423,43,18,42.05,333.91,5,One Year,Credit Card,0,1
5424,60,19,13.11,24.34,9,Two Year,Debit Card,1,0
5425,72,3,170.23,166.48,5,Month-to-Month,PayPal,1,0
5426,56,9,119.87,140.46,9,One Year,Debit Card,1,0
5427,44,36,179.42,375.83,6,Month-to-Month,UPI,1,0
5428,46,31,102.07,73.68,3,One Year,UPI,0,0
5429,64,49,186.03,470.37,5,Month-to-Month,UPI,0,0
5430,55,17,77.25,85.67,1,Two Year,Debit Card,1,0
5431,37,55,147.66,185.33,7,One Year,PayPal,0,0
5432,44,23,67.19,100.25,2,One Year,Debit Card,1,0
5433,58,34,10.22,143.71,8,Two Year,PayPal,0,0
5434,71,41,82.15,380.63,7,Two Year,Debit Card,0,1
5435,37,41,150.18,238.46,5,Month-to-Month,PayPal,0,0
5436,61,5,38.5,81.71,9,One Year,Debit Card,0,0
5437,36,15,105.91,23.79,1,One Year,Credit Card,1,0
5438,37,47,50.34,115.34,7,Month-to-Month,Credit Card,1,1
5439,52,3,24.18,472.83,5,Month-to-Month,PayPal,1,0
5440,64,19,127.32,422.74,0,One Year,UPI,1,0
5441,19,28,190.87,220.37,5,Two Year,UPI,0,0
5442,47,3,69.03,241.26,4,Month-to-Month,UPI,1,0
5443,70,38,120.32,449.73,5,One Year,PayPal,1,0
5444,51,4,191.18,295.88,0,Month-to-Month,Credit Card,1,0
5445,39,24,133.59,440.44,3,Two Year,PayPal,1,0
5446,20,31,137.89,246.17,6,One Year,Debit Card,0,0
5447,23,45,44.0,100.45,4,One Year,Debit Card,1,0
5448,32,59,103.6,363.1,5,One Year,Debit Card,0,0
5449,44,45,79.75,263.43,1,Two Year,Debit Card,0,0
5450,27,59,99.48,334.39,7,Month-to-Month,Debit Card,0,0
5451,26,11,162.16,79.04,9,Two Year,Debit Card,0,0
5452,50,37,97.53,323.98,3,Two Year,UPI,0,1
5453,49,1,21.94,191.44,5,Two Year,UPI,1,0
5454,65,9,182.05,166.33,2,One Year,Debit Card,0,1
5455,23,17,113.52,335.9,8,Two Year,PayPal,0,0
5456,58,54,185.65,296.32,7,One Year,Credit Card,0,0
5457,53,1,118.75,324.73,5,One Year,Debit Card,1,0
5458,19,3,23.23,482.68,8,Month-to-Month,Debit Card,0,0
5459,46,47,115.05,350.75,9,Month-to-Month,PayPal,1,0
5460,21,26,119.39,320.63,8,Two Year,UPI,0,1
5461,18,53,50.72,306.97,1,One Year,PayPal,1,1
5462,36,31,99.5,199.66,8,One Year,Credit Card,0,1
5463,43,26,97.29,419.68,7,Month-to-Month,Credit Card,1,0
5464,42,23,128.35,190.78,1,One Year,PayPal,1,0
5465,27,30,59.33,350.27,8,Two Year,Debit Card,1,0
5466,70,10,120.53,146.93,4,One Year,UPI,1,1
5467,32,8,55.78,74.3,8,Two Year,Debit Card,0,0
5468,39,44,94.82,65.32,2,Month-to-Month,Debit Card,1,0
5469,68,25,33.31,317.46,3,Month-to-Month,Debit Card,1,1
5470,65,22,17.09,164.31,0,One Year,Debit Card,0,0
5471,38,15,70.91,137.89,4,One Year,UPI,0,1
5472,73,59,62.17,296.23,6,Month-to-Month,PayPal,1,0
5473,39,41,87.32,13.32,6,Two Year,Credit Card,0,0
5474,53,56,192.78,123.49,5,Two Year,Credit Card,1,0
5475,51,57,109.22,170.6,5,Two Year,UPI,1,0
5476,47,10,115.1,354.33,7,Month-to-Month,PayPal,1,0
5477,42,20,188.9,272.73,9,Month-to-Month,UPI,0,0
5478,62,41,185.02,428.07,8,Month-to-Month,Debit Card,0,0
5479,45,47,177.98,167.59,3,One Year,UPI,1,0
5480,18,23,28.62,148.57,3,Month-to-Month,PayPal,1,1
5481,66,53,130.52,17.08,7,Two Year,Credit Card,1,0
5482,62,53,163.54,475.88,4,Two Year,UPI,0,0
5483,21,1,168.76,251.0,9,Month-to-Month,Credit Card,0,1
5484,24,2,119.8,251.51,8,Month-to-Month,Credit Card,0,1
5485,66,58,13.32,461.76,5,Two Year,Credit Card,0,0
5486,26,19,195.01,145.31,8,Month-to-Month,PayPal,1,1
5487,53,14,99.72,166.39,3,One Year,Debit Card,1,0
5488,36,8,84.78,328.35,0,Month-to-Month,Debit Card,1,0
5489,18,38,85.04,392.7,3,Two Year,PayPal,1,1
5490,27,12,90.59,349.81,8,Two Year,Debit Card,0,1
5491,53,26,56.01,394.46,6,Month-to-Month,Debit Card,1,0
5492,26,27,72.19,287.77,5,Two Year,Debit Card,0,0
5493,62,29,197.22,431.48,1,Month-to-Month,UPI,0,0
5494,63,15,79.95,275.28,3,Two Year,Debit Card,0,1
5495,59,46,110.08,115.06,0,Two Year,UPI,1,1
5496,49,53,171.18,271.08,2,Two Year,Credit Card,1,0
5497,49,1,110.21,356.62,1,Month-to-Month,UPI,1,1
5498,23,43,71.65,326.96,3,Month-to-Month,Debit Card,1,0
5499,65,28,109.51,121.89,3,Month-to-Month,PayPal,1,0
5500,55,57,31.68,21.02,8,One Year,Credit Card,0,0
5501,34,3,34.7,126.61,6,One Year,Credit Card,1,0
5502,27,51,141.88,492.03,2,One Year,UPI,1,1
5503,67,18,184.32,92.64,6,Two Year,PayPal,1,0
5504,44,52,147.88,232.45,7,Two Year,Debit Card,1,0
5505,71,34,24.18,319.35,6,Month-to-Month,UPI,0,0
5506,67,32,86.55,439.8,7,Two Year,UPI,0,0
5507,52,29,10.49,380.25,8,One Year,Credit Card,0,0
5508,69,25,107.13,454.52,0,One Year,UPI,1,0
5509,38,26,46.71,302.39,9,Month-to-Month,PayPal,0,0
5510,42,39,174.95,432.73,5,Two Year,UPI,1,0
5511,45,8,29.82,132.29,3,Two Year,UPI,0,0
5512,64,19,10.27,215.57,0,One Year,PayPal,1,0
5513,32,54,95.72,421.96,1,Month-to-Month,UPI,1,0
5514,21,47,39.53,163.12,9,One Year,Debit Card,0,0
5515,46,42,150.22,435.68,3,Two Year,UPI,0,0
5516,26,22,184.79,181.88,0,One Year,Debit Card,0,0
5517,44,29,17.97,182.02,5,One Year,PayPal,1,0
5518,43,33,85.16,154.86,0,Two Year,Debit Card,1,0
5519,36,38,199.39,273.7,8,Two Year,PayPal,1,1
5520,73,45,149.21,64.97,9,Two Year,Debit Card,1,0
5521,45,46,191.11,18.78,2,One Year,Debit Card,1,0
5522,34,35,41.18,448.76,0,One Year,PayPal,0,0
5523,60,43,52.06,464.5,5,One Year,PayPal,1,0
5524,74,3,39.41,38.55,5,Month-to-Month,Debit Card,1,0
5525,58,19,67.45,275.07,6,Month-to-Month,PayPal,0,0
5526,59,10,147.63,270.07,6,Two Year,Credit Card,0,0
5527,67,27,41.34,186.53,9,Month-to-Month,UPI,1,0
5528,37,15,109.6,284.67,3,Two Year,Debit Card,1,0
5529,62,11,61.15,229.33,4,One Year,Credit Card,1,0
5530,57,47,167.55,245.07,2,Two Year,Credit Card,1,0
5531,56,26,11.25,377.79,5,One Year,Credit Card,1,0
5532,66,59,52.39,263.22,6,Two Year,PayPal,0,1
5533,70,24,125.0,162.17,8,Month-to-Month,UPI,1,0
5534,40,13,28.37,290.94,8,One Year,Debit Card,0,1
5535,64,32,98.6,320.56,4,One Year,UPI,0,0
5536,49,37,92.88,331.32,3,One Year,Debit Card,1,1
5537,69,4,171.98,309.34,6,Month-to-Month,UPI,0,0
5538,64,13,128.83,332.47,2,Month-to-Month,UPI,1,1
5539,50,9,131.54,155.39,3,Month-to-Month,Credit Card,1,0
5540,74,57,190.84,223.34,8,One Year,PayPal,0,0
5541,63,49,196.65,334.52,4,Two Year,Debit Card,0,0
5542,22,34,134.14,377.31,9,Two Year,Debit Card,0,0
5543,60,56,109.18,217.36,6,Month-to-Month,Debit Card,1,0
5544,65,37,125.5,182.98,1,Two Year,Credit Card,0,1
5545,51,48,82.66,358.08,8,One Year,Credit Card,0,0
5546,57,7,197.62,111.48,4,One Year,Credit Card,0,0
5547,28,1,143.95,5.24,4,Month-to-Month,Credit Card,0,0
5548,67,58,65.29,235.85,3,Month-to-Month,Credit Card,0,1
5549,20,12,20.98,87.1,7,Two Year,UPI,0,0
5550,50,21,18.5,189.45,3,Two Year,Debit Card,0,0
5551,28,11,48.93,145.97,1,Two Year,UPI,0,1
5552,33,44,54.25,388.74,4,Month-to-Month,Credit Card,1,1
5553,35,51,88.86,166.04,2,Month-to-Month,PayPal,1,0
5554,47,58,50.82,320.52,3,Month-to-Month,Credit Card,0,1
5555,65,44,129.87,337.12,2,One Year,Credit Card,1,1
5556,72,44,50.14,228.5,6,Two Year,Credit Card,1,0
5557,27,14,45.7,41.0,5,Month-to-Month,Debit Card,1,0
5558,35,34,99.54,350.33,1,Month-to-Month,Debit Card,0,1
5559,55,34,178.85,38.05,7,Month-to-Month,PayPal,1,0
5560,36,25,98.98,50.06,4,Two Year,Debit Card,1,1
5561,53,4,88.63,98.4,5,Two Year,Credit Card,0,0
5562,30,52,119.84,140.55,7,One Year,PayPal,0,0
5563,73,55,58.87,423.3,6,One Year,PayPal,1,0
5564,63,26,77.15,337.62,2,One Year,PayPal,1,0
5565,20,16,50.63,193.91,1,One Year,Credit Card,1,0
5566,27,10,118.64,489.32,2,Month-to-Month,Debit Card,0,1
5567,55,45,142.5,122.18,7,One Year,UPI,0,0
5568,18,2,138.0,305.1,3,Month-to-Month,Debit Card,1,0
5569,72,35,58.42,423.68,7,Month-to-Month,UPI,1,0
5570,73,19,158.13,401.11,3,Two Year,Credit Card,0,1
5571,44,6,58.63,45.61,6,Month-to-Month,Debit Card,0,0
5572,63,19,38.56,348.79,5,Two Year,Credit Card,0,0
5573,25,59,76.46,129.3,9,One Year,Credit Card,1,0
5574,68,53,123.57,178.19,0,One Year,PayPal,1,0
5575,63,52,36.98,244.75,7,Two Year,Debit Card,0,1
5576,59,51,133.14,395.48,5,Two Year,PayPal,0,1
5577,34,8,173.98,83.52,1,One Year,Debit Card,1,0
5578,26,14,65.7,54.72,4,Month-to-Month,Credit Card,1,0
5579,23,10,95.54,77.14,1,Month-to-Month,PayPal,1,0
5580,60,3,53.38,109.5,9,Two Year,Credit Card,1,0
5581,42,38,78.64,30.22,6,Month-to-Month,UPI,1,0
5582,56,29,14.17,463.22,9,Month-to-Month,Credit Card,1,0
5583,66,15,191.22,159.88,5,One Year,UPI,0,0
5584,45,23,89.02,88.9,6,Two Year,UPI,0,1
5585,50,23,159.89,319.1,5,One Year,PayPal,0,0
5586,71,18,37.1,393.6,9,Month-to-Month,PayPal,1,1
5587,54,46,164.35,376.74,0,Month-to-Month,Debit Card,1,1
5588,26,19,173.43,359.49,2,One Year,Debit Card,0,1
5589,35,28,145.94,25.74,9,Month-to-Month,PayPal,1,0
5590,73,26,181.61,391.19,1,Month-to-Month,Debit Card,0,0
5591,38,10,41.77,251.19,0,One Year,Credit Card,0,0
5592,19,47,100.53,324.72,0,Month-to-Month,Credit Card,0,0
5593,60,4,127.82,478.23,3,One Year,Credit Card,0,0
5594,55,55,123.28,405.43,0,Two Year,Credit Card,0,0
5595,57,2,173.6,412.77,1,Month-to-Month,Credit Card,1,0
5596,53,3,50.98,91.14,0,Month-to-Month,UPI,0,0
5597,67,7,43.37,238.47,5,One Year,Credit Card,1,1
5598,60,55,58.14,474.69,3,Two Year,Debit Card,1,0
5599,54,16,179.39,291.55,7,Month-to-Month,PayPal,0,0
5600,32,31,188.8,51.74,4,Month-to-Month,PayPal,1,0
5601,45,10,118.23,366.04,9,Two Year,Debit Card,0,0
5602,35,19,105.26,21.94,4,Month-to-Month,Debit Card,1,0
5603,51,28,125.02,371.28,7,One Year,Debit Card,1,0
5604,39,17,127.1,439.95,9,Two Year,PayPal,1,1
5605,28,28,42.36,212.91,5,Two Year,Debit Card,0,1
5606,74,19,140.42,207.1,5,Month-to-Month,Debit Card,1,0
5607,30,37,95.95,152.45,2,Two Year,UPI,0,0
5608,21,23,108.3,438.53,5,Two Year,UPI,1,0
5609,39,20,15.76,274.12,9,Two Year,UPI,1,0
5610,24,13,155.27,289.84,6,Month-to-Month,PayPal,1,0
5611,60,13,168.73,331.02,1,Two Year,Debit Card,0,1
